Año;Concepto;Tipo territorio;Código territorio;Territorio;Valor;Unidad;Estado dato
2010;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;670;Número;
2010;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;209;Número;
2010;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;461;Número;
2010;Total nacimientos de residentes;Otros;;;73776;Número;
2010;Nacimientos de hombres residentes;Otros;;;37794;Número;
2010;Nacimientos de mujeres residentes;Otros;;;35982;Número;
2010;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24516;Número;
2011;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;21435;Número;
2011;Defunciones de residentes hombres;Otros;;;20672;Número;
2011;Defunciones de residentes mujeres;Otros;;;20942;Número;
2011;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;24306;Número;
2011;Total esposos de matrimonios de distinto sexo residentes;Otros;;;24405;Número;
2011;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;21147;Número;
2011;Total defunciones de residentes;Otros;;;41614;Número;
2011;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;729;Número;
2011;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;246;Número;
2011;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;483;Número;
2011;Total nacimientos de residentes;Otros;;;72023;Número;
2011;Nacimientos de hombres residentes;Otros;;;36998;Número;
2011;Nacimientos de mujeres residentes;Otros;;;35025;Número;
2011;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24264;Número;
2012;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;21713;Número;
2012;Defunciones de residentes hombres;Otros;;;20970;Número;
2012;Defunciones de residentes mujeres;Otros;;;21829;Número;
2012;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;24526;Número;
2012;Total esposos de matrimonios de distinto sexo residentes;Otros;;;24558;Número;
2012;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;21213;Número;
2012;Total defunciones de residentes;Otros;;;42799;Número;
2012;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;674;Número;
2012;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;250;Número;
2012;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;424;Número;
2012;Total nacimientos de residentes;Otros;;;69374;Número;
2012;Nacimientos de hombres residentes;Otros;;;35632;Número;
2012;Nacimientos de mujeres residentes;Otros;;;33742;Número;
2012;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24538;Número;
2013;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;20889;Número;
2013;Total defunciones de residentes;Otros;;;42393;Número;
2013;Defunciones de residentes hombres;Otros;;;21039;Número;
2013;Defunciones de residentes mujeres;Otros;;;21354;Número;
2013;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;23878;Número;
2013;Total esposos de matrimonios de distinto sexo residentes;Otros;;;23835;Número;
2013;Nacimientos de mujeres residentes;Otros;;;31760;Número;
2013;Total esposas de matrimonios de distinto sexo residentes;Otros;;;23846;Número;
2013;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;634;Número;
2013;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;268;Número;
2013;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;366;Número;
2013;Total nacimientos de residentes;Otros;;;65343;Número;
2013;Nacimientos de hombres residentes;Otros;;;33583;Número;
2013;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;20433;Número;
2014;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;20308;Número;
2014;Total defunciones de residentes;Otros;;;43064;Número;
2014;Defunciones de residentes hombres;Otros;;;21135;Número;
2014;Defunciones de residentes mujeres;Otros;;;21929;Número;
2014;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;23222;Número;
2014;Total esposos de matrimonios de distinto sexo residentes;Otros;;;23148;Número;
2014;Nacimientos de mujeres residentes;Otros;;;31668;Número;
2014;Total esposas de matrimonios de distinto sexo residentes;Otros;;;23045;Número;
2014;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;593;Número;
2014;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;241;Número;
2014;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;352;Número;
2014;Total nacimientos de residentes;Otros;;;65505;Número;
2014;Nacimientos de hombres residentes;Otros;;;33837;Número;
2014;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;19878;Número;
2015;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;21385;Número;
2015;Defunciones de residentes hombres;Otros;;;22787;Número;
2015;Defunciones de residentes mujeres;Otros;;;24072;Número;
2015;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;24848;Número;
2015;Total esposos de matrimonios de distinto sexo residentes;Otros;;;24463;Número;
2015;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;20940;Número;
2015;Total defunciones de residentes;Otros;;;46859;Número;
2015;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;726;Número;
2015;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;311;Número;
2015;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;415;Número;
2015;Total nacimientos de residentes;Otros;;;64879;Número;
2015;Nacimientos de hombres residentes;Otros;;;33390;Número;
2015;Nacimientos de mujeres residentes;Otros;;;31489;Número;
2015;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24477;Número;
2016;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;21632;Número;
2016;Total defunciones de residentes;Otros;;;45066;Número;
2016;Defunciones de residentes hombres;Otros;;;22056;Número;
2016;Defunciones de residentes mujeres;Otros;;;23010;Número;
2016;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;25215;Número;
2016;Total esposos de matrimonios de distinto sexo residentes;Otros;;;25020;Número;
2016;Nacimientos de mujeres residentes;Otros;;;30740;Número;
2016;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24990;Número;
2016;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;782;Número;
2016;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;329;Número;
2016;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;453;Número;
2016;Total nacimientos de residentes;Otros;;;63112;Número;
2016;Nacimientos de hombres residentes;Otros;;;32372;Número;
2016;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;21162;Número;
2017;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;21331;Número;
2017;Total defunciones de residentes;Otros;;;47069;Número;
2017;Defunciones de residentes hombres;Otros;;;22807;Número;
2017;Defunciones de residentes mujeres;Otros;;;24262;Número;
2017;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;25039;Número;
2017;Total esposos de matrimonios de distinto sexo residentes;Otros;;;24762;Número;
2017;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;20722;Número;
2017;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24836;Número;
2017;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;834;Número;
2017;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;347;Número;
2017;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;487;Número;
2017;Total nacimientos de residentes;Otros;;;60555;Número;
2017;Nacimientos de hombres residentes;Otros;;;31136;Número;
2017;Nacimientos de mujeres residentes;Otros;;;29419;Número;
2018;Nacimientos de mujeres residentes;Otros;;;27985;Número;
2018;Total esposos de matrimonios de distinto sexo residentes;Otros;;;23691;Número;
2018;Nacimientos de hombres residentes;Otros;;;29569;Número;
2018;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;20162;Número;
2018;Total nacimientos de residentes;Otros;;;57554;Número;
2018;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;23797;Número;
2018;Defunciones de residentes hombres;Otros;;;22795;Número;
2018;Total defunciones de residentes;Otros;;;46599;Número;
2018;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;456;Número;
2018;Defunciones de residentes mujeres;Otros;;;23804;Número;
2018;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;956;Número;
2018;Total esposas de matrimonios de distinto sexo residentes;Otros;;;23645;Número;
2018;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;19829;Número;
2018;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;500;Número;
2019;Nacimientos de hombres residentes;Otros;;;28753;Número;
2019;Total nacimientos de residentes;Otros;;;55741;Número;
2019;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;540;Número;
2019;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;482;Número;
2019;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;1022;Número;
2019;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;19887;Número;
2019;Total esposos de matrimonios de distinto sexo residentes;Otros;;;24163;Número;
2019;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;23538;Número;
2019;Defunciones de residentes mujeres;Otros;;;24300;Número;
2019;Defunciones de residentes hombres;Otros;;;22865;Número;
2019;Total defunciones de residentes;Otros;;;47165;Número;
2019;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;20380;Número;
2019;Nacimientos de mujeres residentes;Otros;;;26988;Número;
2019;Total esposas de matrimonios de distinto sexo residentes;Otros;;;24176;Número;
2020;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;324;Número;
2020;Defunciones de residentes hombres;Otros;;;33105;Número;
2020;Nacimientos de mujeres residentes;Otros;;;25510;Número;
2020;Total esposos de matrimonios de distinto sexo residentes;Otros;;;12605;Número;
2020;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;10206;Número;
2020;Defunciones de residentes mujeres;Otros;;;33543;Número;
2020;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;12394;Número;
2020;Total defunciones de residentes;Otros;;;66648;Número;
2020;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;571;Número;
2020;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;247;Número;
2020;Total nacimientos de residentes;Otros;;;52357;Número;
2020;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;9911;Número;
2020;Total esposas de matrimonios de distinto sexo residentes;Otros;;;12574;Número;
2020;Nacimientos de hombres residentes;Otros;;;26847;Número;
2021;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;18197;Número;
2021;Nacimientos de mujeres residentes;Otros;;;24766;Número;
2021;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;930;Número;
2021;Nacimientos de hombres residentes;Otros;;;26600;Número;
2021;Total esposos de matrimonios de distinto sexo residentes;Otros;;;21405;Número;
2021;Total nacimientos de residentes;Otros;;;51366;Número;
2021;Total esposas de matrimonios de distinto sexo residentes;Otros;;;21477;Número;
2021;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;449;Número;
2021;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;17652;Número;
2021;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;481;Número;
2021;Total defunciones de residentes;Otros;;;49857;Número;
2021;Defunciones de residentes hombres;Otros;;;25172;Número;
2021;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;21416;Número;
2021;Defunciones de residentes mujeres;Otros;;;24685;Número;
2022;Defunciones de residentes hombres;Otros;;;24906;Número;
2022;Total defunciones de residentes;Otros;;;51154;Número;
2022;Nacimientos de mujeres residentes;Otros;;;24800;Número;
2022;Nacimientos de hombres residentes;Otros;;;26161;Número;
2022;Total nacimientos de residentes;Otros;;;50961;Número;
2022;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;639;Número;
2022;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;561;Número;
2022;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;1200;Número;
2022;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;22464;Número;
2022;Total esposas de matrimonios de distinto sexo residentes;Otros;;;26315;Número;
2022;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;21991;Número;
2022;Total esposos de matrimonios de distinto sexo residentes;Otros;;;26297;Número;
2022;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;26237;Número;
2022;Defunciones de residentes mujeres;Otros;;;26248;Número;
2023;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;1485;Número;
2023;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;26888;Número;
2023;Nacimientos de hombres residentes;Otros;;;25936;Número;
2023;Total nacimientos de residentes;Otros;;;50299;Número;
2023;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;22969;Número;
2023;Total esposos de matrimonios de distinto sexo residentes;Otros;;;26791;Número;
2023;Defunciones de residentes hombres;Otros;;;23442;Número;
2023;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;706;Número;
2023;Total esposas de matrimonios de distinto sexo residentes;Otros;;;26833;Número;
2023;Nacimientos de mujeres residentes;Otros;;;24363;Número;
2023;Total defunciones de residentes;Otros;;;48646;Número;
2023;Defunciones de residentes mujeres;Otros;;;25204;Número;
2023;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;22323;Número;
2023;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;779;Número;
2024;Total esposas de matrimonios de distinto sexo residentes;Otros;;;27956;Número;
2024;Esposas al primer matrimonio de distinto sexo residentes;Otros;;;23907;Número;
2024;Matrimonios de residentes del mismo sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;1573;Número;
2024;Matrimonios entre mujeres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;707;Número;
2024;Matrimonios entre hombres residentes que fijan su residencia en la Comunidad de Madrid;Otros;;;866;Número;
2024;Total nacimientos de residentes;Otros;;;50770;Número;
2024;Nacimientos de hombres residentes;Otros;;;26199;Número;
2024;Nacimientos de mujeres residentes;Otros;;;24571;Número;
2024;Total defunciones de residentes;Otros;;;49408;Número;
2024;Defunciones de residentes hombres;Otros;;;23921;Número;
2024;Defunciones de residentes mujeres;Otros;;;25487;Número;
2024;Matrimonios de residentes de distinto sexo que fijan su residencia en la Comunidad de Madrid;Otros;;;27817;Número;
2024;Total esposos de matrimonios de distinto sexo residentes;Otros;;;27891;Número;
2024;Esposos al primer  matrimonio de distinto sexo residentes;Otros;;;23333;Número;
